ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Wholly irrigated holdings,Area of wholly irrigated holdings,Wholly unirrigated holdings,Area of wholly unirrigated holdings,Partially irrigated holdings,Irrigated area of partially irrigated holdings,Area of partially irrigated holdings,Holdings receiving irrigation,Net irrigated area of holdings receiving irrigation
24053,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,18,195.276,47,458.495,146,623.248,1494.035,164,818.524
24054,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,863,1468.783,3904,7955.984,3724,3363.65,8015.75,4587,4832.433
24055,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,267,737.876,1362,3986.532,1786,2011.088,5462.036,2053,2748.964
24056,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,151,374.029,592,2224.99,891,1368.732,3593.105,1042,1742.761
24057,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,125,533.096,385,1911.362,880,1972.388,4705.681,1005,2505.484
24058,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,61,316.955,153,1117.685,143,372.769,1057.78,204,689.724
24059,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,7,198.525,1,20.061,2,1.799,27.32,9,200.324
24060,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,36910,4346.733,53339,9876.466,9648,1108.633,2605.258,46558,5455.366
24061,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,192,122.536,910,638.227,185,47.11,137.809,377,169.646
24062,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,323,460.808,916,1231.62,223,113.631,296.296,546,574.439
24063,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,2,27.606,0,0,0,0,0,2,27.606
24064,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,31,61.07,147,330.357,92,90.268,216.192,123,151.338
24065,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,17,56.807,38,121.337,26,32.676,84.475,43,89.483
24066,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,7,31.95,1,6.825,15,13.246,66.115,22,45.196
24067,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,14,77.123,2,4.839,12.632,2,4.839
24068,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,3,23.535,0,0,1,4.04,9.333,4,27.575
24069,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
24070,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1683,187.481,999,205.029,273,21.498,73.664,1956,208.979
24071,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,307,228.521,241,159.547,190,56.733,137.594,497,285.254
24072,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,288,390.731,184,254.918,192,96.977,270.445,480,487.708
24073,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,1,10.808,0,0,0,0,0
24074,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,55,122.817,69,159.799,61,66.227,150.307,116,189.044
24075,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,33,114.549,5,17.958,38,37.955,116.086,71,152.504
24076,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,27,118.393,0,0,0,0,0,27,118.393
24077,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,8,48.505,4,22.809,9,14.789,45.181,17,63.294
24078,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,3,27.282,0,0,0,0,0,3,27.282
24079,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
24080,India,29,Karnataka,550,Uttara Kannada,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,323,73.966,641,150.703,82,8.607,29.346,405,82.573
24081,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.828,18,12.89,11,3.413,7.593,12,4.241
24082,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,12,15.044,11,14.697,10,6.723,15.128,22,21.767
24083,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,3,42.141,0,0,0,0,0,3,42.141
24084,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,10,23.424,2,4.04,0,0,0,10,23.424
24085,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,5,17.232,0,0,1,1.813,3.626,6,19.045
24086,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,10,43.344,1,4.485,0,0,0,10,43.344
24087,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,2,11.323,0,0,1,3.27,5.212,3,14.593
24088,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
24089,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,2,113.566,0,0,0,0,0,2,113.566
24090,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,26,6.99,36,7.748,0,0,0,26,6.99
24091,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2285,1721.15,33437,24150.937,584,213.976,433.463,2869,1935.126
24092,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,3019,4307.808,22103,29629.684,1497,1073.26,2193.827,4516,5381.068
24093,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,34,456.073,237,3131.961,38,247.594,438.877,72,703.667
24094,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1082,2453.512,5703,13381.206,1211,1514.963,2846.899,2293,3968.475
24095,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,316,1076.974,2014,6805.197,609,1022.219,2004.538,925,2099.193
24096,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,151,645.971,1082,4746.055,252,585.282,1046.562,403,1231.253
24097,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,149,829.007,929,5539.631,203,667.456,1160.93,352,1496.463
24098,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,36,324.796,351,2971.184,77,387.719,633.379,113,712.515
24099,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,23,800.925,29,799.096,0,0,0,23,800.925
24100,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,3294,888.027,64570,15479.842,341,58.008,113.937,3635,946.035
24101,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1119,818.418,9479,6859.304,453,169.468,330.728,1572,987.886
24102,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,693,948.917,5305,7036.728,922,623.056,1300.178,1615,1571.973
24103,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,2,24.131,18,236.909,3,13.008,34.576,5,37.139
24104,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,191,444.646,930,2137.879,418,490.977,978.665,609,935.623
24105,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,42,133.455,265,905.706,146,244.671,487.459,188,378.126
24106,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,20,87.035,129,564.434,54,114.774,224.191,74,201.809
24107,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,9,60.325,83,481.926,23,59.212,125.566,32,119.537
24108,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,11,94.444,15,124.899,10,40,82.778,21,134.444
24109,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,1,28.485,4,88.727,0,0,0,1,28.485
24110,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,2086,507.943,16905,4333.323,236,45.852,74.184,2322,553.795
24111,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1022,733.219,7134,5157.867,419,159.927,302.848,1441,893.146
24112,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,799,1073.497,4138,5465.304,1073,742.415,1511.734,1872,1815.912
24113,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,7,86.869,13,140.203,6,41.907,70.278,13,128.776
24114,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,227,518.844,827,1918.167,470,606.452,1112.949,697,1125.296
24115,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,94,318.873,218,725.777,175,285.669,576.666,269,604.542
24116,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,7,30.693,124,534.426,85,184.778,374.182,92,215.471
24117,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,17,102.632,77,449.575,31,93.714,186.19,48,196.346
24118,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,10,90.313,41,349.177,5,15.735,41.402,15,106.048
24119,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
24120,India,29,Karnataka,630,Chikkaballapura,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1740,457.844,13045,3220.03,318,69.212,112.683,2058,527.056
24121,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,7,4.804,20,15.286,0,0,0,7,4.804
24122,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,5,7.449,12,16.01,5,1.755,7.449,10,9.204
24123,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,20.535,0,0,0,0,0,2,20.535
24124,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,3,7.747,9,23.536,4,3.438,9.884,7,11.185
24125,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24126,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,7,28.606,1,4.629,0,0,0,7,28.606
24127,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,4,25.485,0,0,0,0,0,4,25.485
24128,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,9.495,0,0,0,0,0,1,9.495
24129,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,40.404,0,0,0,0,0,1,40.404
24130,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,4,1.778,83,17.097,0,0,0,4,1.778
24265,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24131,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,5205,3724.506,47173,32535.631,3672,1277.219,2703.422,8877,5001.725
24132,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,3033,3918.66,24396,30965.722,7518,4725.879,10160.792,10551,8644.539
24133,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,24,286.111,34,394.355,79,256.424,825.104,103,542.535
24134,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,847,1840.622,5476,12066.696,3449,3449.093,7680.67,4296,5289.715
24135,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,256,765.27,1455,4612.523,1530,2257.411,4844.874,1786,3022.681
24136,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,83,328.302,550,2259.62,720,1236.666,2827.228,803,1564.968
24137,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,87,465.92,336,1909.027,491,1179.479,2680.338,578,1645.399
24138,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,10,89.156,85,612.659,171,504.177,1296.789,181,593.333
24139,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,10,259.515,0,0,0,0,0,10,259.515
24140,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,11918,2893.379,110293,24706.8,693,129.163,257.915,12611,3022.542
24141,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,454,321.576,4944,3422.646,274,97.424,205.031,728,419
24142,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,204,253.471,2062,2640.804,411,239.046,541.191,615,492.517
24143,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,1,10.354,0,0,0,0,0,1,10.354
24144,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,45,91.339,384,845.313,100,89.154,230.391,145,180.493
24145,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,10,35.896,70,227.533,46,52.423,142.223,56,88.319
24146,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,8,34.318,16,70.795,16,22.674,60.756,24,56.992
24147,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,10,59.212,0,0,2,2.838,11.825,12,62.05
24148,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,17.242,2,20.489,2,6.453,17.723,4,23.695
24149,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
24150,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,789,193.381,8364,2045.192,10,2.011,3.188,799,195.392
24151,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,72,58.322,842,618.805,60,18.178,41.282,132,76.5
24152,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,27,30.863,406,519.769,83,56.531,110.384,110,87.394
24153,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
24154,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,38,34.508,10,23.088,65,51.36,141.502,103,85.868
24155,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,20,68.141,0,0,8,5.737,28.687,28,73.878
24156,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,12,51.232,0,0,0,0,0,12,51.232
24157,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,10,60.656,0,0,0,0,0,10,60.656
24158,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,6,52.97,0,0,0,0,0,6,52.97
24159,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
24160,India,29,Karnataka,631,Ramanagara,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,62,13.514,1383,358.624,6,1.265,2.657,68,14.779
24161,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,7,6.123,0,0,0,0,0,7,6.123
24162,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,10,14.03,0,0,0,0,0,10,14.03
24163,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,4,58.646,0,0,0,0,0,4,58.646
24164,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2,4.142,0,0,0,0,0,2,4.142
24165,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,3,9.909,1,2.457,3.788,1,2.457
24166,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
24167,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,3,20.343,0,0,3,8.539,18.919,6,28.882
24168,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,8.646,0,0,0,0,0,1,8.646
24169,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,22.99,0,0,0,0,0,1,22.99
24170,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,11,3.242,0,0,0,0,0,11,3.242
24171,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,9217,6821.972,19219,14550.911,1668,680.731,1387.517,10885,7502.703
24172,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,14497,20844.594,35255,50724.103,5944,4180.067,8786.548,20441,25024.661
24173,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,477,5855.312,644,7497.417,566,2622.403,6997.318,1043,8477.715
24174,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,6150,14606.739,14743,34284.225,4518,4965.222,10793.012,10668,19571.961
24175,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,3096,10537.823,7051,23053.38,2671,3996.302,9104.459,5767,14534.125
24176,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1740,7569.449,3071,13014.9,1690,3129.363,7326.974,3430,10698.812
24177,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1696,9973.07,3159,18002.055,1903,4943.146,11114.816,3599,14916.216
24178,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,563,4769.652,924,7483.218,979,3399.443,8087.217,1542,8169.095
24179,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,13,347.795,31,664.575,40,365.797,980.502,53,713.592
24180,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,9271,2596.564,11657,3648.419,112,20.043,42.184,9383,2616.607
24181,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,2339,1733.072,7287,5520.461,658,257.254,531.753,2997,1990.326
24182,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,3742,5258.001,10665,15132.12,2084,1485.384,2997.631,5826,6743.385
24183,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,15,217.628,37,412.969,18,110.327,220.454,33,327.955
24184,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,919,2142.985,3316,7700.592,1048,1193.947,2489.969,1967,3336.932
24185,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,340,1121.981,1082,3590.853,532,807.143,1763.348,872,1929.124
24186,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,110,464.337,443,1920.317,225,378.829,968.108,335,843.166
24187,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,96,526.357,294,1611.711,185,456.729,1080.287,281,983.086
24188,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,10,79.274,61,513.651,39,111.562,330.162,49,190.836
24189,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,3,72.606,0,0,0,0,0,3,72.606
24190,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1913,589.482,4631,1521.2,21,5.08,7.257,1934,594.562
24191,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2094,1559.373,2670,2048.007,216,85.366,176.654,2310,1644.739
24192,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2621,3703.06,4553,6497.688,1156,789.676,1676.532,3777,4492.736
24193,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,74,887.454,0,0,26,165.98,311.364,100,1053.434
24194,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,930,2236.269,1692,3951.127,590,631.383,1361.254,1520,2867.652
24195,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,489,1640.887,556,1853.946,400,633.636,1363.422,889,2274.523
24196,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,283,1247.565,265,1140.18,97,243.228,415.171,380,1490.793
